"","from","to"
"10371","uce-248398_sarsp","uce-2858_sarsp"
"10372","uce-241930_sarsp","uce-3099_sarsp"
"10373","uce-230521_sarsp","uce-3434_sarsp"
"10374","uce-66566_sarsp","uce-2859_sarsp"
"10375","uce-4168_sarsp","uce-4016_sarsp"
"10376","uce-33327_sarsp","uce-2247_sarsp"
"10377","uce-22099_sarsp","uce-3435_sarsp"
"10378","uce-35259_sarsp","uce-3711_sarsp"
"10379","uce-247717_sarsp","uce-3436_sarsp"
"10380","uce-183000_sarsp","uce-2862_sarsp"
"10381","uce-8527_sarsp","uce-2045_sarsp"
"10382","uce-152204_sarsp","uce-2248_sarsp"
"10383","uce-77767_sarsp","uce-3567_sarsp"
"10384","uce-94053_sarsp","uce-2249_sarsp"
"10385","uce-8439_sarsp","uce-2250_sarsp"
"10386","uce-111915_sarsp","uce-2860_sarsp"
"10387","uce-131027_sarsp","uce-4317_sarsp"
"10388","uce-215393_sarsp","uce-4018_sarsp"
"10389","uce-12303_sarsp","uce-2861_sarsp"
"10390","uce-159447_sarsp","uce-3439_sarsp"
"10391","uce-158667_sarsp","uce-2863_sarsp"
"10392","uce-215218_sarsp","uce-3887_sarsp"
"10393","uce-33225_sarsp","uce-2251_sarsp"
"10394","uce-5668_sarsp","uce-2656_sarsp"
"10395","uce-16364_sarsp","uce-2252_sarsp"
"10396","uce-100892_sarsp","uce-4020_sarsp"
"10397","uce-218978_sarsp","uce-4021_sarsp"
"10398","uce-187257_sarsp","uce-3440_sarsp"
"10399","uce-7097_sarsp","uce-3441_sarsp"
"10400","uce-83105_sarsp","uce-2255_sarsp"
"10401","uce-246973_sarsp","uce-2865_sarsp"
"10402","uce-159078_sarsp","uce-4122_sarsp"
"10403","uce-154748_sarsp","uce-2866_sarsp"
"10404","uce-188145_sarsp","uce-2393_sarsp"
"10405","uce-229349_sarsp","uce-2258_sarsp"
"10406","uce-98610_sarsp","uce-2867_sarsp"
"10407","uce-163346_sarsp","uce-3442_sarsp"
"10408","uce-106674_sarsp","uce-2259_sarsp"
"10409","uce-163343_sarsp","uce-3443_sarsp"
"10410","uce-154566_sarsp","uce-4023_sarsp"
"10411","uce-102708_sarsp","uce-2260_sarsp"
"10412","uce-127467_sarsp","uce-3444_sarsp"
"10413","uce-70350_sarsp","uce-2868_sarsp"
"10414","uce-166932_sarsp","uce-2869_sarsp"
"10415","uce-38653_sarsp","uce-2870_sarsp"
"10416","uce-146144_sarsp","uce-2385_sarsp"
"10417","uce-33134_sarsp","uce-2871_sarsp"
"10418","uce-123162_sarsp","uce-4024_sarsp"
"10419","uce-128450_sarsp","uce-3445_sarsp"
"10420","uce-6923_sarsp","uce-2872_sarsp"
"10421","uce-187494_sarsp","uce-4025_sarsp"
"10422","uce-154103_sarsp","uce-3446_sarsp"
"10423","uce-48248_sarsp","uce-2261_sarsp"
"10424","uce-51821_sarsp","uce-2262_sarsp"
"10425","uce-66031_sarsp","uce-2416_sarsp"
"10426","uce-56848_sarsp","uce-3447_sarsp"
"10427","uce-106490_sarsp","uce-2263_sarsp"
"10428","uce-5102_sarsp","uce-2873_sarsp"
"10429","uce-85341_sarsp","uce-4027_sarsp"
"10430","uce-9298_sarsp","uce-4028_sarsp"
"10431","uce-69030_sarsp","uce-2874_sarsp"
"10432","uce-243419_sarsp","uce-3622_sarsp"
"10433","uce-9107_sarsp","uce-2264_sarsp"
"10434","uce-116015_sarsp","uce-2431_sarsp"
"10435","uce-64295_sarsp","uce-4029_sarsp"
"10436","uce-117544_sarsp","uce-2876_sarsp"
"10437","uce-228692_sarsp","uce-2266_sarsp"
"10438","uce-123290_sarsp","uce-4030_sarsp"
"10439","uce-199493_sarsp","uce-2042_sarsp"
"10440","uce-64452_sarsp","uce-2267_sarsp"
"10441","uce-8857_sarsp","uce-3645_sarsp"
"10442","uce-235227_sarsp","uce-2268_sarsp"
"10443","uce-8853_sarsp","uce-2269_sarsp"
"10444","uce-218620_sarsp","uce-4031_sarsp"
"10445","uce-25028_sarsp","uce-2414_sarsp"
"10446","uce-99811_sarsp","uce-3658_sarsp"
"10447","uce-33919_sarsp","uce-2270_sarsp"
"10448","uce-120235_sarsp","uce-2271_sarsp"
"10449","uce-171201_sarsp","uce-4032_sarsp"
"10450","uce-165716_sarsp","uce-2272_sarsp"
"10451","uce-21370_sarsp","uce-2880_sarsp"
"10452","uce-165710_sarsp","uce-2273_sarsp"
"10453","uce-42278_sarsp","uce-4034_sarsp"
"10454","uce-26899_sarsp","uce-2881_sarsp"
"10455","uce-228436_sarsp","uce-3280_sarsp"
"10456","uce-207681_sarsp","uce-3450_sarsp"
"10457","uce-16941_sarsp","uce-3935_sarsp"
"10458","uce-54084_sarsp","uce-2044_sarsp"
"10459","uce-21174_sarsp","uce-2765_sarsp"
"10460","uce-71406_sarsp","uce-2882_sarsp"
"10461","uce-36638_sarsp","uce-2572_sarsp"
"10462","uce-145000_sarsp","uce-2883_sarsp"
"10463","uce-179556_sarsp","uce-2277_sarsp"
"10464","uce-101611_sarsp","uce-2278_sarsp"
"10465","uce-120125_sarsp","uce-4036_sarsp"
"10466","uce-232244_sarsp","uce-2279_sarsp"
"10467","uce-122189_sarsp","uce-2884_sarsp"
"10468","uce-15301_sarsp","uce-3694_sarsp"
"10469","uce-157063_sarsp","uce-4038_sarsp"
"10470","uce-205910_sarsp","uce-2500_sarsp"
"10471","uce-205914_sarsp","uce-4039_sarsp"
"10472","uce-67500_sarsp","uce-4040_sarsp"
"10473","uce-99490_sarsp","uce-3453_sarsp"
"10474","uce-169865_sarsp","uce-2885_sarsp"
"10475","uce-128112_sarsp","uce-4041_sarsp"
"10476","uce-16572_sarsp","uce-3702_sarsp"
"10477","uce-202659_sarsp","uce-3454_sarsp"
"10478","uce-202650_sarsp","uce-3455_sarsp"
"10479","uce-37459_sarsp","uce-2887_sarsp"
"10480","uce-250151_sarsp","uce-3709_sarsp"
"10481","uce-172512_sarsp","uce-4043_sarsp"
"10482","uce-21959_sarsp","uce-2888_sarsp"
"10483","uce-199247_sarsp","uce-4044_sarsp"
"10484","uce-99638_sarsp","uce-3456_sarsp"
"10485","uce-24018_sarsp","uce-4045_sarsp"
"10486","uce-42303_sarsp","uce-2282_sarsp"
"10487","uce-124483_sarsp","uce-3458_sarsp"
"10488","uce-5312_sarsp","uce-2890_sarsp"
"10489","uce-23713_sarsp","uce-3459_sarsp"
"10490","uce-89077_sarsp","uce-3460_sarsp"
"10491","uce-200658_sarsp","uce-3461_sarsp"
"10492","uce-125027_sarsp","uce-3462_sarsp"
"10493","uce-210627_sarsp","uce-4046_sarsp"
"10494","uce-119448_sarsp","uce-2891_sarsp"
"10495","uce-227625_sarsp","uce-4048_sarsp"
"10496","uce-12491_sarsp","uce-2892_sarsp"
"10497","uce-122555_sarsp","uce-3463_sarsp"
"10498","uce-5484_sarsp","uce-2283_sarsp"
"10499","uce-133550_sarsp","uce-3464_sarsp"
"10500","uce-27720_sarsp","uce-4091_sarsp"
"10501","uce-119667_sarsp","uce-4050_sarsp"
"10502","uce-67173_sarsp","uce-4051_sarsp"
"10503","uce-76194_sarsp","uce-3465_sarsp"
"10504","uce-208330_sarsp","uce-4053_sarsp"
"10505","uce-49225_sarsp","uce-2893_sarsp"
"10506","uce-5007_sarsp","uce-3466_sarsp"
"10507","uce-170648_sarsp","uce-4302_sarsp"
"10508","uce-223894_sarsp","uce-3467_sarsp"
"10509","uce-227534_sarsp","uce-3468_sarsp"
"10510","uce-122425_sarsp","uce-2894_sarsp"
"10511","uce-209080_sarsp","uce-3469_sarsp"
"10512","uce-25492_sarsp","uce-2588_sarsp"
"10513","uce-81470_sarsp","uce-4001_sarsp"
"10514","uce-185869_sarsp","uce-2592_sarsp"
"10515","uce-223417_sarsp","uce-2285_sarsp"
"10516","uce-240831_sarsp","uce-2595_sarsp"
"10517","uce-122772_sarsp","uce-3470_sarsp"
"10518","uce-231429_sarsp","uce-2895_sarsp"
"10519","uce-199087_sarsp","uce-4093_sarsp"
"10520","uce-54174_sarsp","uce-3471_sarsp"
"10521","uce-27439_sarsp","uce-4055_sarsp"
"10522","uce-49324_sarsp","uce-2896_sarsp"
"10523","uce-114148_sarsp","uce-2286_sarsp"
"10524","uce-84653_sarsp","uce-2897_sarsp"
"10525","uce-230792_sarsp","uce-2287_sarsp"
"10526","uce-4377_sarsp","uce-2898_sarsp"
"10527","uce-122395_sarsp","uce-2899_sarsp"
"10528","uce-76575_sarsp","uce-4056_sarsp"
"10529","uce-168083_sarsp","uce-2234_sarsp"
"10530","uce-230886_sarsp","uce-2900_sarsp"
"10531","uce-250481_sarsp","uce-3473_sarsp"
"10532","uce-166729_sarsp","uce-4057_sarsp"
"10533","uce-53250_sarsp","uce-2928_sarsp"
"10534","uce-231684_sarsp","uce-2902_sarsp"
"10535","uce-229006_sarsp","uce-2903_sarsp"
"10536","uce-178914_sarsp","uce-2288_sarsp"
"10537","uce-249499_sarsp","uce-2289_sarsp"
"10538","uce-74598_sarsp","uce-4058_sarsp"
"10539","uce-122174_sarsp","uce-4059_sarsp"
"10540","uce-132116_sarsp","uce-2905_sarsp"
"10541","uce-155190_sarsp","uce-3474_sarsp"
"10542","uce-226294_sarsp","uce-3756_sarsp"
"10543","uce-30815_sarsp","uce-2750_sarsp"
"10544","uce-187399_sarsp","uce-4060_sarsp"
"10545","uce-241906_sarsp","uce-3475_sarsp"
"10546","uce-219569_sarsp","uce-3803_sarsp"
"10547","uce-90966_sarsp","uce-3476_sarsp"
"10548","uce-59386_sarsp","uce-4061_sarsp"
"10549","uce-152187_sarsp","uce-2908_sarsp"
"10550","uce-199466_sarsp","uce-2850_sarsp"
"10551","uce-12475_sarsp","uce-2291_sarsp"
"10552","uce-169585_sarsp","uce-4062_sarsp"
"10553","uce-67198_sarsp","uce-3477_sarsp"
"10554","uce-198789_sarsp","uce-2292_sarsp"
"10555","uce-172353_sarsp","uce-4077_sarsp"
"10556","uce-226970_sarsp","uce-2915_sarsp"
"10557","uce-234094_sarsp","uce-2293_sarsp"
"10558","uce-164613_sarsp","uce-3479_sarsp"
"10559","uce-177368_sarsp","uce-4063_sarsp"
"10560","uce-70298_sarsp","uce-3480_sarsp"
"10561","uce-3988_sarsp","uce-3481_sarsp"
"10562","uce-51015_sarsp","uce-4064_sarsp"
"10563","uce-248638_sarsp","uce-3482_sarsp"
"10564","uce-95640_sarsp","uce-2875_sarsp"
"10565","uce-143419_sarsp","uce-4065_sarsp"
"10566","uce-71911_sarsp","uce-3043_sarsp"
"10567","uce-143413_sarsp","uce-4066_sarsp"
"10568","uce-65734_sarsp","uce-3484_sarsp"
"10569","uce-212941_sarsp","uce-2192_sarsp"
"10570","uce-218981_sarsp","uce-2911_sarsp"
"10571","uce-62106_sarsp","uce-3485_sarsp"
"10572","uce-65731_sarsp","uce-3824_sarsp"
"10573","uce-69805_sarsp","uce-2295_sarsp"
"10574","uce-137354_sarsp","uce-2296_sarsp"
"10575","uce-137351_sarsp","uce-2297_sarsp"
"10576","uce-187717_sarsp","uce-3448_sarsp"
"10577","uce-109411_sarsp","uce-2298_sarsp"
"10578","uce-151986_sarsp","uce-3534_sarsp"
"10579","uce-31695_sarsp","uce-4068_sarsp"
"10580","uce-248528_sarsp","uce-4069_sarsp"
"10581","uce-44495_sarsp","uce-2682_sarsp"
"10582","uce-154005_sarsp","uce-2914_sarsp"
"10583","uce-187534_sarsp","uce-4070_sarsp"
"10584","uce-59662_sarsp","uce-2151_sarsp"
"10585","uce-189376_sarsp","uce-3488_sarsp"
"10586","uce-239648_sarsp","uce-2299_sarsp"
"10587","uce-102717_sarsp","uce-3489_sarsp"
"10588","uce-247185_sarsp","uce-2300_sarsp"
"10589","uce-148556_sarsp","uce-3490_sarsp"
"10590","uce-123118_sarsp","uce-2702_sarsp"
"10591","uce-36408_sarsp","uce-4071_sarsp"
"10592","uce-223744_sarsp","uce-2301_sarsp"
"10593","uce-192259_sarsp","uce-2917_sarsp"
"10594","uce-48251_sarsp","uce-3491_sarsp"
"10595","uce-51839_sarsp","uce-3492_sarsp"
"10596","uce-66008_sarsp","uce-2918_sarsp"
"10597","uce-9661_sarsp","uce-2303_sarsp"
"10598","uce-212156_sarsp","uce-4072_sarsp"
"10599","uce-149977_sarsp","uce-3493_sarsp"
"10600","uce-47211_sarsp","uce-3854_sarsp"
"10601","uce-9286_sarsp","uce-3172_sarsp"
"10602","uce-228533_sarsp","uce-2920_sarsp"
"10603","uce-221222_sarsp","uce-2304_sarsp"
"10604","uce-16164_sarsp","uce-4074_sarsp"
"10605","uce-58716_sarsp","uce-3495_sarsp"
"10606","uce-126673_sarsp","uce-4075_sarsp"
"10607","uce-158494_sarsp","uce-2921_sarsp"
"10608","uce-43684_sarsp","uce-2305_sarsp"
"10609","uce-65448_sarsp","uce-2306_sarsp"
"10610","uce-80420_sarsp","uce-4076_sarsp"
"10611","uce-235238_sarsp","uce-3496_sarsp"
"10612","uce-232010_sarsp","uce-3497_sarsp"
"10613","uce-145492_sarsp","uce-2922_sarsp"
"10614","uce-108042_sarsp","uce-4006_sarsp"
"10615","uce-139230_sarsp","uce-2745_sarsp"
"10616","uce-126634_sarsp","uce-3896_sarsp"
"10617","uce-44815_sarsp","uce-4078_sarsp"
"10618","uce-13197_sarsp","uce-4079_sarsp"
"10619","uce-237555_sarsp","uce-3417_sarsp"
"10620","uce-232490_sarsp","uce-2307_sarsp"
"10621","uce-130694_sarsp","uce-2755_sarsp"
"10622","uce-30488_sarsp","uce-2923_sarsp"
"10623","uce-21142_sarsp","uce-2308_sarsp"
"10624","uce-96741_sarsp","uce-2309_sarsp"
"10625","uce-19537_sarsp","uce-4288_sarsp"
"10626","uce-96749_sarsp","uce-2310_sarsp"
"10627","uce-20446_sarsp","uce-4081_sarsp"
"10628","uce-106753_sarsp","uce-4229_sarsp"
"10629","uce-120136_sarsp","uce-2924_sarsp"
"10630","uce-24927_sarsp","uce-3228_sarsp"
"10631","uce-99736_sarsp","uce-2769_sarsp"
"10632","uce-213990_sarsp","uce-2313_sarsp"
"10633","uce-158807_sarsp","uce-2925_sarsp"
"10634","uce-175469_sarsp","uce-3500_sarsp"
"10635","uce-137421_sarsp","uce-4082_sarsp"
"10636","uce-158801_sarsp","uce-2926_sarsp"
"10637","uce-69752_sarsp","uce-2927_sarsp"
"10638","uce-2812_sarsp","uce-2314_sarsp"
"10639","uce-91615_sarsp","uce-3127_sarsp"
"10640","uce-146476_sarsp","uce-3501_sarsp"
"10641","uce-206496_sarsp","uce-2315_sarsp"
"10642","uce-189224_sarsp","uce-2133_sarsp"
"10643","uce-146871_sarsp","uce-3947_sarsp"
"10644","uce-250160_sarsp","uce-2316_sarsp"
"10645","uce-210760_sarsp","uce-3502_sarsp"
"10646","uce-250168_sarsp","uce-2317_sarsp"
"10647","uce-177207_sarsp","uce-2336_sarsp"
"10648","uce-84242_sarsp","uce-3503_sarsp"
"10649","uce-47785_sarsp","uce-3504_sarsp"
"10650","uce-49095_sarsp","uce-3220_sarsp"
"10651","uce-239935_sarsp","uce-3506_sarsp"
"10652","uce-168337_sarsp","uce-2929_sarsp"
"10653","uce-168332_sarsp","uce-2930_sarsp"
"10654","uce-75522_sarsp","uce-3508_sarsp"
"10655","uce-113801_sarsp","uce-4085_sarsp"
"10656","uce-30062_sarsp","uce-3167_sarsp"
"10657","uce-814_sarsp","uce-2931_sarsp"
"10658","uce-172478_sarsp","uce-2950_sarsp"
"10659","uce-5961_sarsp","uce-3511_sarsp"
"10660","uce-107001_sarsp","uce-4087_sarsp"
"10661","uce-154546_sarsp","uce-4095_sarsp"
"10662","uce-182376_sarsp","uce-3992_sarsp"
"10663","uce-5564_sarsp","uce-2319_sarsp"
"10664","uce-85823_sarsp","uce-2932_sarsp"
"10665","uce-138300_sarsp","uce-3512_sarsp"
"10666","uce-25664_sarsp","uce-3452_sarsp"
"10667","uce-55969_sarsp","uce-2167_sarsp"
"10668","uce-55855_sarsp","uce-2838_sarsp"
"10669","uce-79236_sarsp","uce-2933_sarsp"
"10670","uce-231921_sarsp","uce-4088_sarsp"
"10671","uce-188211_sarsp","uce-2426_sarsp"
"10672","uce-159512_sarsp","uce-2934_sarsp"
"10673","uce-205789_sarsp","uce-2848_sarsp"
"10674","uce-230436_sarsp","uce-2935_sarsp"
"10675","uce-122985_sarsp","uce-2936_sarsp"
"10676","uce-142579_sarsp","uce-3513_sarsp"
"10677","uce-125501_sarsp","uce-4089_sarsp"
"10678","uce-133635_sarsp","uce-2937_sarsp"
"10679","uce-91487_sarsp","uce-3514_sarsp"
"10680","uce-72470_sarsp","uce-2938_sarsp"
"10681","uce-84665_sarsp","uce-4090_sarsp"
"10682","uce-114139_sarsp","uce-3515_sarsp"
"10683","uce-226584_sarsp","uce-4019_sarsp"
"10684","uce-63066_sarsp","uce-2939_sarsp"
"10685","uce-173273_sarsp","uce-3195_sarsp"
"10686","uce-32746_sarsp","uce-3516_sarsp"
"10687","uce-166733_sarsp","uce-2940_sarsp"
"10688","uce-143774_sarsp","uce-3517_sarsp"
"10689","uce-166042_sarsp","uce-2941_sarsp"
"10690","uce-249267_sarsp","uce-2320_sarsp"
"10691","uce-153972_sarsp","uce-3518_sarsp"
"10692","uce-147171_sarsp","uce-3128_sarsp"
"10693","uce-241737_sarsp","uce-3519_sarsp"
"10694","uce-116330_sarsp","uce-3322_sarsp"
"10695","uce-155162_sarsp","uce-2321_sarsp"
"10696","uce-169948_sarsp","uce-3323_sarsp"
"10697","uce-148784_sarsp","uce-3520_sarsp"
"10698","uce-163891_sarsp","uce-3035_sarsp"
"10699","uce-188364_sarsp","uce-2322_sarsp"
"10700","uce-188368_sarsp","uce-2323_sarsp"
"10701","uce-229202_sarsp","uce-3521_sarsp"
"10702","uce-182950_sarsp","uce-2325_sarsp"
"10703","uce-172094_sarsp","uce-4092_sarsp"
"10704","uce-199531_sarsp","uce-3522_sarsp"
"10705","uce-230507_sarsp","uce-3523_sarsp"
"10706","uce-198339_sarsp","uce-2326_sarsp"
"10707","uce-37860_sarsp","uce-4047_sarsp"
"10708","uce-247779_sarsp","uce-3524_sarsp"
"10709","uce-3517_sarsp","uce-3525_sarsp"
"10710","uce-4215_sarsp","uce-2327_sarsp"
"10711","uce-122741_sarsp","uce-2328_sarsp"
"10712","uce-4218_sarsp","uce-2329_sarsp"
"10713","uce-3995_sarsp","uce-2330_sarsp"
"10714","uce-155707_sarsp","uce-2331_sarsp"
"10715","uce-203652_sarsp","uce-4094_sarsp"
"10716","uce-221277_sarsp","uce-3270_sarsp"
"10717","uce-26602_sarsp","uce-2333_sarsp"
"10718","uce-54037_sarsp","uce-2945_sarsp"
"10719","uce-198205_sarsp","uce-2947_sarsp"
"10720","uce-21497_sarsp","uce-2948_sarsp"
"10721","uce-246755_sarsp","uce-2334_sarsp"
"10722","uce-21492_sarsp","uce-2949_sarsp"
"10723","uce-73704_sarsp","uce-2844_sarsp"
"10724","uce-152649_sarsp","uce-2951_sarsp"
"10725","uce-152642_sarsp","uce-2952_sarsp"
"10726","uce-226364_sarsp","uce-4084_sarsp"
"10727","uce-105470_sarsp","uce-3427_sarsp"
"10728","uce-69238_sarsp","uce-2953_sarsp"
"10729","uce-106124_sarsp","uce-2337_sarsp"
"10730","uce-80228_sarsp","uce-3004_sarsp"
"10731","uce-212582_sarsp","uce-3528_sarsp"
"10732","uce-188189_sarsp","uce-3529_sarsp"
"10733","uce-247191_sarsp","uce-3530_sarsp"
"10734","uce-148561_sarsp","uce-2338_sarsp"
"10735","uce-26117_sarsp","uce-2943_sarsp"
"10736","uce-33116_sarsp","uce-2954_sarsp"
"10737","uce-166951_sarsp","uce-2946_sarsp"
"10738","uce-123107_sarsp","uce-4096_sarsp"
"10739","uce-229292_sarsp","uce-4097_sarsp"
"10740","uce-9612_sarsp","uce-3532_sarsp"
"10741","uce-175073_sarsp","uce-4099_sarsp"
"10742","uce-56390_sarsp","uce-2339_sarsp"
"10743","uce-131351_sarsp","uce-2963_sarsp"
"10744","uce-46419_sarsp","uce-3430_sarsp"
"10745","uce-189102_sarsp","uce-2340_sarsp"
"10746","uce-103525_sarsp","uce-4100_sarsp"
"10747","uce-226818_sarsp","uce-2341_sarsp"
"10748","uce-58724_sarsp","uce-4113_sarsp"
"10749","uce-191069_sarsp","uce-2955_sarsp"
"10750","uce-27893_sarsp","uce-2343_sarsp"
"10751","uce-64474_sarsp","uce-4120_sarsp"
"10752","uce-213616_sarsp","uce-4101_sarsp"
"10753","uce-188262_sarsp","uce-3565_sarsp"
"10754","uce-134859_sarsp","uce-4098_sarsp"
"10755","uce-176795_sarsp","uce-4102_sarsp"
"10756","uce-126067_sarsp","uce-3536_sarsp"
"10757","uce-6478_sarsp","uce-2344_sarsp"
"10758","uce-92144_sarsp","uce-2956_sarsp"
"10759","uce-91053_sarsp","uce-3723_sarsp"
"10760","uce-6679_sarsp","uce-2957_sarsp"
"10761","uce-164398_sarsp","uce-3537_sarsp"
"10762","uce-13182_sarsp","uce-2958_sarsp"
"10763","uce-20458_sarsp","uce-2959_sarsp"
"10764","uce-164150_sarsp","uce-4103_sarsp"
"10765","uce-239435_sarsp","uce-2345_sarsp"
"10766","uce-58837_sarsp","uce-2960_sarsp"
"10767","uce-169040_sarsp","uce-2856_sarsp"
"10768","uce-145060_sarsp","uce-2961_sarsp"
"10769","uce-207843_sarsp","uce-2347_sarsp"
"10770","uce-36612_sarsp","uce-4104_sarsp"
"10771","uce-85323_sarsp","uce-4105_sarsp"
"10772","uce-71771_sarsp","uce-3908_sarsp"
"10773","uce-99729_sarsp","uce-3015_sarsp"
"10774","uce-120858_sarsp","uce-2962_sarsp"
"10775","uce-80843_sarsp","uce-2886_sarsp"
"10776","uce-213985_sarsp","uce-3538_sarsp"
"10777","uce-75570_sarsp","uce-2420_sarsp"
"10778","uce-100366_sarsp","uce-4107_sarsp"
"10779","uce-142968_sarsp","uce-4108_sarsp"
"10780","uce-244463_sarsp","uce-3539_sarsp"
"10781","uce-205975_sarsp","uce-3293_sarsp"
"10782","uce-175691_sarsp","uce-2964_sarsp"
"10783","uce-103184_sarsp","uce-3910_sarsp"
"10784","uce-10638_sarsp","uce-2965_sarsp"
"10785","uce-70630_sarsp","uce-4109_sarsp"
"10786","uce-200424_sarsp","uce-3431_sarsp"
"10787","uce-19808_sarsp","uce-2966_sarsp"
"10788","uce-83863_sarsp","uce-2351_sarsp"
"10789","uce-217288_sarsp","uce-2352_sarsp"
"10790","uce-84495_sarsp","uce-4110_sarsp"
"10791","uce-48866_sarsp","uce-3540_sarsp"
"10792","uce-233201_sarsp","uce-2353_sarsp"
"10793","uce-182540_sarsp","uce-2968_sarsp"
"10794","uce-32537_sarsp","uce-3541_sarsp"
"10795","uce-71092_sarsp","uce-2969_sarsp"
"10796","uce-71099_sarsp","uce-2970_sarsp"
"10797","uce-25529_sarsp","uce-2650_sarsp"
"10798","uce-138571_sarsp","uce-3055_sarsp"
"10799","uce-108949_sarsp","uce-4111_sarsp"
"10800","uce-139002_sarsp","uce-2971_sarsp"
"10801","uce-103279_sarsp","uce-3542_sarsp"
"10802","uce-26858_sarsp","uce-2354_sarsp"
"10803","uce-33592_sarsp","uce-2355_sarsp"
"10804","uce-27254_sarsp","uce-3543_sarsp"
"10805","uce-181964_sarsp","uce-3544_sarsp"
"10806","uce-147685_sarsp","uce-2974_sarsp"
"10807","uce-133532_sarsp","uce-3545_sarsp"
"10808","uce-12677_sarsp","uce-3546_sarsp"
"10809","uce-48048_sarsp","uce-2342_sarsp"
"10810","uce-159740_sarsp","uce-3133_sarsp"
"10811","uce-32627_sarsp","uce-4114_sarsp"
"10812","uce-184650_sarsp","uce-3535_sarsp"
"10813","uce-32621_sarsp","uce-4115_sarsp"
"10814","uce-227511_sarsp","uce-3547_sarsp"
"10815","uce-170467_sarsp","uce-2975_sarsp"
"10816","uce-80484_sarsp","uce-3548_sarsp"
"10817","uce-139174_sarsp","uce-2007_sarsp"
"10818","uce-19599_sarsp","uce-2356_sarsp"
"10819","uce-200230_sarsp","uce-4245_sarsp"
"10820","uce-205375_sarsp","uce-3551_sarsp"
"10821","uce-79242_sarsp","uce-4119_sarsp"
"10822","uce-97869_sarsp","uce-2976_sarsp"
"10823","uce-185848_sarsp","uce-2977_sarsp"
"10824","uce-75602_sarsp","uce-4121_sarsp"
"10825","uce-97865_sarsp","uce-2978_sarsp"
"10826","uce-250750_sarsp","uce-2357_sarsp"
"10827","uce-135197_sarsp","uce-2665_sarsp"
"10828","uce-172315_sarsp","uce-2090_sarsp"
"10829","uce-227289_sarsp","uce-2979_sarsp"
"10830","uce-80480_sarsp","uce-3549_sarsp"
"10831","uce-241815_sarsp","uce-2813_sarsp"
"10832","uce-156391_sarsp","uce-2980_sarsp"
"10833","uce-173266_sarsp","uce-4123_sarsp"
"10834","uce-147112_sarsp","uce-3053_sarsp"
"10835","uce-94446_sarsp","uce-2771_sarsp"
"10836","uce-219000_sarsp","uce-4125_sarsp"
"10837","uce-122579_sarsp","uce-3552_sarsp"
"10838","uce-143946_sarsp","uce-2358_sarsp"
"10839","uce-143760_sarsp","uce-2359_sarsp"
"10840","uce-57285_sarsp","uce-3553_sarsp"
"10841","uce-240348_sarsp","uce-3554_sarsp"
"10842","uce-249259_sarsp","uce-3555_sarsp"
"10843","uce-122574_sarsp","uce-3556_sarsp"
"10844","uce-55601_sarsp","uce-2360_sarsp"
"10845","uce-122196_sarsp","uce-4127_sarsp"
"10846","uce-11010_sarsp","uce-4128_sarsp"
"10847","uce-198327_sarsp","uce-3557_sarsp"
"10848","uce-214896_sarsp","uce-4129_sarsp"
"10849","uce-143540_sarsp","uce-3558_sarsp"
"10850","uce-230512_sarsp","uce-2361_sarsp"
"10851","uce-12292_sarsp","uce-4130_sarsp"
"10852","uce-243882_sarsp","uce-4131_sarsp"
"10853","uce-230515_sarsp","uce-2362_sarsp"
"10854","uce-248035_sarsp","uce-4283_sarsp"
"10855","uce-233732_sarsp","uce-4132_sarsp"
"10856","uce-226482_sarsp","uce-2984_sarsp"
"10857","uce-5608_sarsp","uce-2363_sarsp"
"10858","uce-153630_sarsp","uce-2364_sarsp"
"10859","uce-158956_sarsp","uce-2064_sarsp"
"10860","uce-203647_sarsp","uce-2985_sarsp"
"10861","uce-223618_sarsp","uce-3560_sarsp"
"10862","uce-166892_sarsp","uce-3561_sarsp"
"10863","uce-198216_sarsp","uce-4135_sarsp"
"10864","uce-113471_sarsp","uce-2365_sarsp"
"10865","uce-62124_sarsp","uce-3562_sarsp"
"10866","uce-238465_sarsp","uce-3563_sarsp"
"10867","uce-21485_sarsp","uce-4137_sarsp"
"10868","uce-37270_sarsp","uce-2986_sarsp"
"10869","uce-73735_sarsp","uce-4138_sarsp"
"10870","uce-137373_sarsp","uce-4313_sarsp"
"10871","uce-144787_sarsp","uce-4139_sarsp"
"10872","uce-208002_sarsp","uce-3564_sarsp"
"10873","uce-230260_sarsp","uce-3301_sarsp"
"10874","uce-159383_sarsp","uce-4140_sarsp"
"10875","uce-25813_sarsp","uce-4141_sarsp"
"10876","uce-212597_sarsp","uce-2367_sarsp"
"10877","uce-248506_sarsp","uce-3162_sarsp"
"10878","uce-225610_sarsp","uce-3566_sarsp"
"10879","uce-66460_sarsp","uce-4142_sarsp"
"10880","uce-129793_sarsp","uce-3166_sarsp"
"10881","uce-188207_sarsp","uce-4143_sarsp"
"10882","uce-155399_sarsp","uce-2368_sarsp"
"10883","uce-189356_sarsp","uce-3568_sarsp"
"10884","uce-238799_sarsp","uce-3569_sarsp"
"10885","uce-188193_sarsp","uce-2002_sarsp"
"10886","uce-226955_sarsp","uce-2987_sarsp"
"10887","uce-777_sarsp","uce-4145_sarsp"
"10888","uce-32981_sarsp","uce-2988_sarsp"
